epoch,accuracy,loss,lr,val_accuracy,val_loss
67,0.6358057260513306,0.9877225160598755,9.765625e-07,0.3973214328289032,1.9833139181137085
68,0.6350036859512329,0.9861317276954651,9.765625e-07,0.3992745578289032,1.9827260971069336
69,0.6350385546684265,0.9862775802612305,9.765625e-07,0.396484375,1.98371160030365
70,0.6357359290122986,0.9868661761283875,4.882813e-07,0.3970424234867096,1.9834668636322021
71,0.6356661915779114,0.9852839112281799,4.882813e-07,0.3959263265132904,1.9844167232513428
72,0.6372005343437195,0.9859938025474548,4.882813e-07,0.3967633843421936,1.9856538772583008
73,0.6358405947685242,0.9866561889648438,4.882813e-07,0.3978794515132904,1.98629891872406
74,0.6364333629608154,0.9861137270927429,4.882813e-07,0.3995535671710968,1.9828985929489136
75,0.6367472410202026,0.9856032729148865,2.4414064e-07,0.3976004421710968,1.9870529174804688
76,0.6368169784545898,0.9859725832939148,2.4414064e-07,0.396484375,1.9881941080093384
77,0.6351431608200073,0.9859261512756348,2.4414064e-07,0.3970424234867096,1.987993597984314
78,0.6356661915779114,0.9859744310379028,2.4414064e-07,0.396484375,1.9872503280639648
79,0.6350385546684265,0.9855518937110901,2.4414064e-07,0.3970424234867096,1.9868875741958618
80,0.6351082921028137,0.9860842227935791,1.2207032e-07,0.3970424234867096,1.9880560636520386
81,0.6367472410202026,0.9847028851509094,1.2207032e-07,0.3967633843421936,1.9894825220108032
82,0.6358754634857178,0.9848089814186096,1.2207032e-07,0.3976004421710968,1.986821174621582
83,0.6367472410202026,0.9856787919998169,1.2207032e-07,0.3967633843421936,1.9874235391616821
84,0.6349339485168457,0.9858683347702026,1.2207032e-07,0.396484375,1.9881384372711182
85,0.6349688172340393,0.9856043457984924,6.103516e-08,0.3973214328289032,1.9860460758209229
86,0.6362241506576538,0.9863490462303162,6.103516e-08,0.3973214328289032,1.9813778400421143
87,0.6359103322029114,0.9863803386688232,6.103516e-08,0.396484375,1.9884121417999268
88,0.636886715888977,0.9853003025054932,6.103516e-08,0.396484375,1.9882410764694214
89,0.6367821097373962,0.9852676391601562,6.103516e-08,0.3967633843421936,1.9878562688827515
90,0.6369564533233643,0.9858880639076233,3.051758e-08,0.396484375,1.9882270097732544
91,0.6366426348686218,0.9851284623146057,3.051758e-08,0.3970424234867096,1.9870529174804688
92,0.6361544132232666,0.9864118099212646,3.051758e-08,0.3970424234867096,1.980810523033142
93,0.6375841498374939,0.9860326051712036,3.051758e-08,0.3967633843421936,1.9876601696014404
94,0.6354918479919434,0.9862487316131592,3.051758e-08,0.3973214328289032,1.985188603401184
95,0.6351431608200073,0.9859815835952759,1.525879e-08,0.3967633843421936,1.9860538244247437
96,0.6358754634857178,0.9848973155021667,1.525879e-08,0.396484375,1.9885233640670776
97,0.6358057260513306,0.984407365322113,1.525879e-08,0.396484375,1.987404704093933
98,0.6364333629608154,0.9857607483863831,1.525879e-08,0.396484375,1.9882632493972778
99,0.636712372303009,0.9848461151123047,1.525879e-08,0.3970424234867096,1.9846900701522827
